id,name
1,600g de pâte à crêpe
2,1/2 orange
3,1/2 banane
4,1/2 poire pochée
5,1poignée de framboises
6,75g de Nutella®
7,1poignée de noisettes torréfiées
8,1/2poignée d'amandes concassées
9,1cuillère à café d'orange confites en dés
10,2cuillères à café de noix de coco rapée
11,1/2poignée de pistache concassées
12,2cuillères à soupe d'amandes effilées
13,1kg d'agneau
14,300g de riz
15,24 abricots secs
16,1cuillère à soupe de sucre en poudre
17,"50g de matière grasse (saindoux, beurre ou huile)"
18,100g de beurre
19,75cl de bouillon
20,Poivre
21,Sel
22,1kg d'épaule d'agneau désossée
23,3 oignons
24,2 yaourts
25,3dl de crème fraîche
26,1 noix de gingembre frais
27,8g de coriandre
28,1cuillère à soupe de cumin
29,Muscade
30,75g de noix de cajou
31,75g de raisin de Smyrne
32,2 aubergines
33,3 tomates
34,700g d'épaule d'agneau
35,200g de feta
36,2 oignons
37,2gousses d'ail
38,1pincée de sel
39,1pincée de poivre
40,1pincée de cumin
41,1filet d'huile d'olive
42,1branche de thym
43,1 gigot d'agneau
44,6gousses d'ail
45,100g de gingembre frais
46,Huile d'olive
47,1bouquet de coriandre fraîche
48,3 mangues
49,6cuillères à soupe de miel
50,100g d'amandes effilées
51,Piment
52,"1 épaule d'agneau roulée de 1,2 kg environ"
53,1kg de fève fraîches
54,1bouquet de sarriette
55,50g de beurre
56,1.2kg d'agneau en morceaux
57,6 tomates
58,3gousses d'ail
59,1cuillère à soupe d'huile d'olive
60,1dose de safran
61,1 céleri branche
62,200g d'olive verte dénoyautées
63,1 citron jaune
64,1.5kg d'épaule d'agneau désossée et coupée en morceaux
65,250g d'amandes mondées
66,200g de raisins secs
67,1cuillère à soupe de miel liquide
68,1/2cuillère à café de cannelle
69,6cuillères à soupe d'huile
70,1kg d'agneau en morceaux
71,6 fonds d'artichaut
72,4 tomates
73,1botte d'oignon
74,1gousse d'ail
75,1louche d'eau
76,Huile
77,Beurre
78,Thym
79,Laurier
80,700g d'épaule d'agneau désossée
81,700g de carotte
82,1 ail
83,1cuillère à café de sauge
84,25cl de vin d'Anjou rouge
85,1 cube de bouillon (de boeuf)
86,2cuillères à soupe de persil haché
87,2cuillères à soupe d'huile
88,1.5kg d'agneau désossé
89,2 échalotes
90,250g de champignon
91,250g de pomme de terre
92,3branches de céleri
93,25g d'orge perlé
94,30cl de bouillon de volaille
95,15cl de vin blanc sec
96,3cuillères à soupe d'huile
97,1noix de beurre
98,1.6kg d'agneau
99,1kg de poire
100,100g de pistache
101,1 coriandre
102,15cl d'eau
103,600g d'épaule d'agneau désossée
104,600g de côtelette d'agneau
105,40g de beurre
106,2cuillères à soupe d'huile d'olive
107,2 poivrons verts
108,2 poivrons rouges
109,2 tomates
110,2 olives noires
111,10cl de vin blanc sec
112,1 bouquet garni
113,1.5kg d'épaule d’agneau désossée
114,120g de beurre
115,15g de farine
116,15g de paprika doux
117,3 poivrons
118,30cl de crème liquide
119,1.5kg d'épaule d'agneau désossée et coupé en cubes
120,50g de sucre
121,50g d'amandes émondées
122,20cl d'eau
123,2cuillères à soupe de beurre
124,1bâton de cannelle en morceaux
125,1cuillère à soupe d'eau de fleur d'oranger
126,1kg de viande d’agneau en morceaux
127,1kg de pruneau d'Agen
128,500g de figue fraîches et fermes
129,125g de beurre
130,200g de sucre
131,1bâton de cannelle
132,1cuillère à café de cannelle en poudre
133,10 clous de girofle
134,4grains de poivre noir
135,Amandes effilées légèrement dorées (pour décorer)
136,1kg d'agneau ou mouton (épaule de préférence)
137,1verre d'eau de vinaigre d'alcool
138,Sel /poivre
139,4 oignons
140,6cuillères à soupe de moutarde forte
141,2 cubes de bouillon
142,Piment / curry / paprika
143,500g de vermicelles
144,2verres d'huile de tournesol
145,400g de macédoine de légumes égouttée
146,2poignées de gros sel
147,1 épaule d'agneau
148,Souris d'agneau par personne (du boucher ou surgelé(e)!)
149,2 ail (selon goût)
150,1cuillère à café rase de Ras el Hanout
151,Curry /cumin moulu (voir remarques)
152,1cuillère à café de fond de veau
153,3cuillères à soupe de raisins secs
154,4 carottes
155,500g de pomme de terre nouvelles
156,1poignée de pignons secs
157,1/4tasse d'huile
158,1/2cuillère à café de moutarde
159,2gousses d'ail écrasées
160,3 cardamome écrasées
161,1cuillère à soupe de graines de coriandre en poudre
162,"1morceau de gingembre frais, pelé et finement haché"
163,"1kg d'agneau maigre, coupé en dés de 2 1/2 cm"
